House_Type,Family_Members,Number_of_Rooms,AC_Units,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Usage_Hours,Washing_Machine_Usage_Hours,Water_Motor_Usage_Hours,Lighting_Hours,TV_Usage_Hours,Iron_Usage_Hours,Kitchen_Appliance_Hours,Daily_Appliance_Count,Outdoor_Temperature_C,Day_of_Week,Is_Weekend,Season,Is_Holiday,Daily_Electricity_Consumption_kWh,House_Type_enc,Day_of_Week_enc,Season_enc
Independent House,5,3,0,0.0,2.78,24,2.19,1.48,6.33,4.65,0.09,1.83,12,22.4,Wednesday,0,Spring,0,14.23,2,6,1
Apartment,7,3,1,2.42,11.0,24,1.1,1.16,5.98,5.22,0.76,0.0,5,4.4,Sunday,1,Winter,0,11.57,0,3,3
Apartment,9,5,2,5.03,6.61,24,0.46,1.37,4.42,5.32,0.1,3.25,11,37.4,Friday,0,Summer,0,23.21,0,0,2
Portion/Rented Unit,3,4,1,0.07,4.4,24,1.88,0.97,4.37,9.08,0.43,2.78,6,29.4,Sunday,1,Spring,0,10.98,3,3,1
Bungalow,7,2,1,5.91,10.53,24,1.26,1.89,5.27,3.31,0.32,2.39,10,30.7,Thursday,0,Monsoon,0,32.36,1,4,0
Independent House,5,1,0,0.0,10.26,24,0.43,0.36,7.43,1.02,0.18,2.47,11,46.2,Thursday,0,Summer,0,9.93,2,4,2
Apartment,4,6,1,0.64,13.13,24,1.27,1.7,7.34,5.27,0.01,0.81,13,26.7,Thursday,0,Spring,0,9.85,0,4,1
Independent House,6,3,0,0.0,10.88,24,2.21,1.82,3.42,6.03,0.05,3.49,5,39.7,Saturday,1,Summer,0,14.82,2,2,2
Independent House,5,3,0,0.0,10.39,24,0.57,1.55,8.82,4.24,0.05,2.1,5,38.8,Sunday,1,Summer,0,13.14,2,3,2
Bungalow,2,1,0,0.0,13.68,24,0.26,0.81,3.79,5.7,0.81,3.14,14,48.1,Wednesday,0,Summer,1,13.03,1,6,2
Independent House,7,5,1,3.24,6.57,24,0.18,0.53,7.63,5.01,0.11,2.63,5,8.8,Monday,0,Winter,0,15.76,2,1,3
Independent House,3,2,2,2.4,11.39,24,0.57,2.07,6.11,6.02,0.02,0.0,7,12.2,Saturday,1,Winter,0,16.55,2,2,3
Apartment,3,6,0,0.0,11.29,24,0.68,1.34,5.76,2.91,0.09,1.23,7,15.1,Saturday,1,Winter,0,8.99,0,2,3
Apartment,9,3,2,2.52,9.38,24,0.03,0.69,11.35,4.74,0.09,2.13,9,14.5,Monday,0,Winter,0,15.79,0,1,3
Apartment,9,6,3,0.39,9.36,24,0.37,0.97,2.61,3.81,0.05,1.97,8,27.1,Friday,0,Spring,1,12.35,0,0,1
Apartment,7,3,3,0.99,4.92,24,0.58,0.0,7.13,5.87,0.33,1.08,14,18.6,Wednesday,0,Spring,0,11.92,0,6,1
Portion/Rented Unit,8,4,2,10.51,10.25,24,0.58,1.51,4.12,2.91,0.59,0.36,12,41.7,Friday,0,Summer,0,29.03,3,0,2
Portion/Rented Unit,2,3,3,0.07,5.24,24,3.64,2.0,10.52,4.5,0.39,1.73,5,17.2,Tuesday,0,Winter,0,9.41,3,5,3
Portion/Rented Unit,5,4,0,0.0,10.2,24,0.85,2.27,2.09,3.52,0.1,1.07,6,24.6,Thursday,0,Spring,0,9.1,3,4,1
Independent House,5,3,3,8.27,9.64,24,0.03,1.42,6.46,2.18,0.03,2.86,14,44.1,Tuesday,0,Summer,0,39.55625,2,5,2
Independent House,5,4,0,0.0,2.53,24,0.01,0.56,7.55,5.32,0.5,1.1,5,8.0,Wednesday,0,Winter,0,8.24,2,6,3
Portion/Rented Unit,3,7,0,0.0,12.37,24,1.78,0.27,7.94,6.85,0.13,0.33,13,40.8,Sunday,1,Summer,0,4.61,3,3,2
Independent House,8,6,3,4.26,14.16,24,2.01,1.38,5.46,4.57,0.2,2.02,9,47.9,Friday,0,Summer,1,34.31,2,0,2
Apartment,5,4,2,1.77,7.68,24,1.0,0.91,3.81,4.78,0.66,2.03,5,27.6,Saturday,1,Spring,0,14.21,0,2,1
Independent House,4,3,1,0.0,4.32,24,0.1,1.11,9.59,3.81,1.05,1.67,8,21.3,Wednesday,0,Spring,0,10.9,2,6,1
Independent House,7,3,2,5.08,12.05,24,0.04,0.58,3.9,3.53,0.1,1.05,8,39.6,Tuesday,0,Summer,0,24.83,2,5,2
Independent House,3,2,1,0.72,2.19,24,2.96,1.01,7.52,3.55,0.21,0.93,9,7.6,Thursday,0,Winter,0,10.86,2,4,3
Apartment,3,6,1,0.2,10.41,24,0.11,1.71,7.09,4.66,0.84,2.03,6,10.1,Thursday,0,Winter,0,8.35,0,4,3
Apartment,4,2,1,16.14,7.18,24,1.08,2.45,3.69,5.06,0.39,2.67,9,31.1,Saturday,1,Monsoon,0,30.92,0,2,0
Independent House,3,5,3,3.12,3.69,24,1.63,0.78,7.97,8.28,1.87,3.14,8,26.5,Sunday,1,Monsoon,0,26.66,2,3,0
Portion/Rented Unit,2,3,0,0.0,10.91,24,0.18,2.21,5.52,5.65,0.24,2.24,7,30.7,Wednesday,0,Spring,0,9.25,3,6,1
Independent House,4,4,2,0.84,12.62,24,0.05,0.76,4.98,1.76,0.0,2.35,9,26.7,Friday,0,Spring,0,14.81,2,0,1
Bungalow,3,3,2,4.92,10.57,24,0.35,1.24,4.54,8.33,0.62,3.19,7,36.0,Friday,0,Summer,0,36.25,1,0,2
Portion/Rented Unit,2,3,1,0.06,8.74,24,1.36,0.52,7.53,6.18,0.4,2.81,12,9.3,Sunday,1,Winter,0,7.67,3,3,3
Portion/Rented Unit,6,4,3,6.23,11.08,24,0.65,1.91,6.49,2.46,0.36,2.28,6,32.3,Friday,0,Monsoon,1,30.18,3,0,0
Independent House,9,1,0,0.0,12.09,24,0.12,2.17,4.35,6.28,0.49,1.4,6,27.6,Friday,0,Monsoon,1,12.25,2,0,0
Portion/Rented Unit,6,5,1,5.35,14.04,24,1.19,0.17,4.2,3.43,0.01,2.17,8,30.3,Wednesday,0,Monsoon,0,10.89,3,6,0
Portion/Rented Unit,4,2,2,0.69,6.32,24,0.06,1.62,11.23,2.46,0.24,1.56,7,14.9,Wednesday,0,Winter,0,9.99,3,6,3
Apartment,7,3,1,2.24,11.26,24,2.69,1.24,5.65,2.03,0.02,0.0,14,26.4,Tuesday,0,Spring,0,10.87,0,5,1
Independent House,2,2,0,0.0,13.6,24,0.9,1.16,5.41,3.89,0.01,2.9,6,39.7,Wednesday,0,Summer,0,11.54,2,6,2
Apartment,5,6,0,0.0,10.48,24,0.24,1.17,7.32,3.97,0.21,1.58,14,7.5,Wednesday,0,Winter,0,9.03,0,6,3
Portion/Rented Unit,9,4,2,0.37,13.57,24,0.2,0.93,7.36,3.9,0.03,2.09,8,26.1,Thursday,0,Spring,0,11.7,3,4,1
Apartment,8,5,1,0.0,7.22,24,1.16,1.24,6.51,4.05,0.21,2.87,8,25.2,Monday,0,Spring,0,13.35,0,1,1
Independent House,3,4,2,1.43,12.76,24,0.66,0.0,8.51,4.53,0.42,1.98,8,20.0,Monday,0,Winter,0,11.6,2,1,3
Portion/Rented Unit,5,6,1,0.37,4.83,24,2.37,1.02,10.72,2.02,0.37,1.95,11,12.5,Sunday,1,Winter,0,10.87,3,3,3
Independent House,8,2,1,0.0,16.24,24,1.27,0.98,2.66,8.07,0.46,2.47,13,23.9,Tuesday,0,Spring,0,12.91,2,5,1
Apartment,9,1,1,2.42,9.97,24,1.22,1.3,5.4,5.89,0.36,1.16,12,18.8,Saturday,1,Spring,0,13.24,0,2,1
Portion/Rented Unit,7,1,1,1.38,6.56,24,1.31,1.1,4.16,7.23,0.37,0.06,10,10.1,Saturday,1,Winter,0,12.15,3,2,3
Apartment,7,2,2,8.53,11.68,24,1.46,0.72,5.12,4.71,0.24,2.47,10,30.1,Thursday,0,Monsoon,0,35.2,0,4,0
Portion/Rented Unit,6,4,3,1.52,11.95,24,0.28,0.53,6.22,1.68,0.24,2.13,10,27.8,Thursday,0,Spring,0,12.59,3,4,1
Portion/Rented Unit,5,3,3,2.83,14.13,24,2.1,1.06,7.82,2.35,0.08,2.82,10,44.4,Monday,0,Summer,0,19.87,3,1,2
Independent House,4,5,2,0.0,11.39,24,0.74,0.54,7.18,6.61,0.19,2.5,5,25.1,Saturday,1,Spring,0,9.71,2,2,1
Portion/Rented Unit,9,3,0,0.0,15.57,24,0.58,1.67,7.94,4.65,0.61,0.61,12,38.6,Thursday,0,Summer,0,8.8,3,4,2
Bungalow,5,5,3,7.32,9.27,24,0.18,1.39,5.7,3.71,0.04,3.65,13,30.2,Friday,0,Summer,1,39.55625,1,0,2
Independent House,4,3,2,2.37,16.09,24,0.43,1.24,4.07,4.26,0.38,0.29,9,15.6,Friday,0,Winter,0,18.24,2,0,3
Apartment,5,3,3,1.01,10.16,24,0.93,1.5,5.97,1.13,0.09,1.32,14,15.9,Saturday,1,Winter,0,13.45,0,2,3
Portion/Rented Unit,6,3,0,0.0,4.97,24,4.0,1.39,7.47,7.03,0.93,1.67,13,28.7,Saturday,1,Monsoon,0,11.07,3,2,0
Independent House,8,4,0,0.0,3.75,24,0.6,1.28,8.28,3.22,0.5,1.66,14,2.9,Sunday,1,Winter,0,14.09,2,3,3
Independent House,9,1,0,0.0,7.61,24,1.23,1.75,7.65,5.37,0.04,1.57,14,28.7,Friday,0,Monsoon,0,10.88,2,0,0
Independent House,6,5,3,1.97,4.2,24,0.11,0.81,4.18,3.56,0.05,0.64,8,5.5,Wednesday,0,Winter,0,16.48,2,6,3
Portion/Rented Unit,2,4,1,6.07,7.89,24,0.14,1.71,4.7,3.31,0.85,1.8,13,37.2,Wednesday,0,Monsoon,0,16.57,3,6,0
Portion/Rented Unit,9,3,0,0.0,10.81,24,2.42,0.92,3.31,6.86,0.05,0.77,5,34.5,Saturday,1,Summer,0,7.94,3,2,2
Bungalow,7,2,1,9.71,12.06,24,0.91,1.96,8.18,8.21,0.51,1.55,7,38.8,Sunday,1,Summer,0,37.63,1,3,2
Portion/Rented Unit,2,2,0,0.0,11.43,24,0.1,0.38,8.46,4.98,0.09,3.77,9,31.3,Friday,0,Monsoon,0,7.64,3,0,0
Portion/Rented Unit,3,4,0,0.0,4.98,24,0.58,0.7,9.19,7.0,0.25,0.68,6,10.3,Thursday,0,Winter,1,7.37,3,4,3
Apartment,8,2,2,5.98,9.25,24,1.68,1.07,5.38,8.07,0.05,2.01,13,36.1,Saturday,1,Summer,0,25.15,0,2,2
Independent House,2,2,0,0.0,15.86,24,0.11,0.48,6.59,3.05,0.01,0.0,12,37.3,Thursday,0,Summer,1,4.9,2,4,2
Portion/Rented Unit,5,3,1,4.66,14.64,24,1.05,1.86,4.13,5.81,0.17,1.74,14,38.3,Saturday,1,Monsoon,0,13.1,3,2,0
Portion/Rented Unit,9,6,2,7.29,9.24,24,0.76,0.31,5.89,1.87,0.03,2.59,10,30.6,Thursday,0,Monsoon,0,26.93,3,4,0
Independent House,5,1,0,0.0,19.22,24,0.22,1.77,3.58,5.35,0.03,0.92,8,38.5,Thursday,0,Summer,0,11.31,2,4,2
Apartment,6,2,2,4.85,6.3,24,3.18,1.28,3.85,5.94,0.35,2.27,10,30.4,Thursday,0,Summer,1,23.8,0,4,2
Portion/Rented Unit,6,3,2,7.22,17.31,24,0.55,1.35,7.73,6.44,0.42,0.83,13,38.1,Sunday,1,Monsoon,0,21.97,3,3,0
Independent House,7,5,0,0.0,10.54,24,0.14,1.58,11.97,2.79,0.27,0.88,11,7.2,Friday,0,Winter,0,11.72,2,0,3
Independent House,2,1,1,1.55,4.98,24,0.98,1.15,6.02,4.32,0.09,1.3,10,10.0,Friday,0,Winter,0,11.43,2,0,3
Apartment,3,3,2,0.34,6.1,24,0.72,1.21,9.68,2.34,0.53,1.51,7,8.7,Wednesday,0,Winter,0,11.48,0,6,3
Apartment,4,4,1,7.53,5.89,24,0.56,1.22,5.18,6.1,0.27,2.73,6,29.2,Saturday,1,Monsoon,0,18.54,0,2,0
Bungalow,4,4,2,13.7,9.36,24,0.47,1.48,9.27,2.61,0.28,1.55,14,32.8,Wednesday,0,Monsoon,0,39.55625,1,6,0
Apartment,6,4,1,11.11,13.31,24,0.84,0.53,5.58,2.49,0.05,3.19,11,30.0,Saturday,1,Monsoon,0,26.91,0,2,0
Independent House,7,5,0,0.0,8.83,24,0.08,1.35,4.15,1.28,0.69,3.01,6,31.7,Thursday,0,Monsoon,0,12.86,2,4,0
Independent House,8,4,3,5.21,14.92,24,0.58,0.83,7.76,1.85,0.25,2.66,5,33.7,Monday,0,Summer,0,37.42,2,1,2
Portion/Rented Unit,5,4,0,0.0,14.01,24,0.27,0.99,6.43,1.51,0.83,2.63,12,30.8,Monday,0,Monsoon,0,11.62,3,1,0
Independent House,6,4,3,6.34,13.84,24,1.01,1.23,5.38,6.29,0.0,0.0,11,29.9,Monday,0,Summer,0,36.92,2,1,2
Portion/Rented Unit,4,7,1,6.1,4.45,24,0.26,1.73,7.08,5.24,0.44,1.62,13,28.9,Monday,0,Monsoon,0,17.59,3,1,0
Apartment,6,3,1,7.26,12.32,24,0.43,0.22,4.09,3.69,0.2,0.02,7,34.2,Tuesday,0,Monsoon,0,13.38,0,5,0
Independent House,4,3,1,6.94,10.6,24,0.07,1.39,6.38,0.79,0.17,1.56,13,32.5,Tuesday,0,Monsoon,0,20.2,2,5,0
Bungalow,2,5,0,0.0,14.15,24,1.52,1.13,7.35,5.17,0.1,3.53,11,24.9,Sunday,1,Spring,0,16.22,1,3,1
Portion/Rented Unit,5,4,3,7.7,8.99,24,0.05,1.73,5.07,2.76,0.36,1.64,12,30.7,Thursday,0,Monsoon,0,35.03,3,4,0
Apartment,9,5,1,5.89,13.17,24,1.45,0.52,8.11,3.22,0.17,1.62,8,30.2,Thursday,0,Monsoon,0,17.74,0,4,0
Apartment,4,2,1,1.62,8.2,24,0.56,2.2,10.19,7.66,0.0,1.65,13,26.7,Saturday,1,Spring,0,12.35,0,2,1
Portion/Rented Unit,8,5,1,9.04,13.98,24,0.11,1.15,4.91,7.2,0.5,1.86,14,32.6,Wednesday,0,Monsoon,1,20.69,3,6,0
Independent House,9,1,0,0.0,12.01,24,2.53,0.92,6.58,8.96,0.05,3.42,11,6.0,Monday,0,Winter,1,13.94,2,1,3
Independent House,9,2,2,0.04,5.33,24,0.5,1.02,8.04,2.95,0.27,3.26,9,19.7,Wednesday,0,Winter,0,12.13,2,6,3
Portion/Rented Unit,3,3,2,3.69,7.36,24,0.21,1.46,2.87,3.63,0.27,2.14,12,29.5,Thursday,0,Monsoon,0,16.04,3,4,0
Portion/Rented Unit,8,4,1,1.6,12.36,24,1.87,1.24,5.58,8.47,0.2,2.81,5,26.8,Monday,0,Monsoon,0,12.24,3,1,0
Independent House,2,3,2,2.68,10.81,24,0.07,1.05,5.52,3.88,0.1,2.48,12,35.0,Thursday,0,Summer,0,18.64,2,4,2
Apartment,9,4,2,4.95,10.19,24,1.56,2.1,7.02,5.21,0.31,0.92,5,28.5,Friday,0,Monsoon,0,25.69,0,0,0
Independent House,5,2,0,0.0,8.47,24,0.59,0.09,6.72,4.29,0.25,0.0,9,25.9,Saturday,1,Spring,0,9.93,2,2,1
Apartment,7,4,3,1.33,10.54,24,0.23,0.01,4.31,4.43,0.52,1.47,5,24.5,Tuesday,0,Spring,0,12.74,0,5,1
Apartment,9,3,1,0.0,10.28,24,1.49,0.64,7.41,5.65,0.02,4.49,5,23.3,Saturday,1,Spring,0,14.22,0,2,1
Portion/Rented Unit,8,1,1,8.79,11.0,24,0.61,1.9,5.14,7.11,0.32,0.91,9,45.4,Saturday,1,Summer,0,22.23,3,2,2
Portion/Rented Unit,3,3,2,2.62,7.52,24,0.98,0.0,12.62,2.34,0.12,4.52,5,28.7,Friday,0,Winter,0,17.17,3,0,3
Portion/Rented Unit,4,4,3,7.25,11.53,24,1.78,1.05,4.78,5.19,0.16,0.87,8,30.8,Wednesday,0,Summer,0,32.28,3,6,2
Independent House,7,3,3,2.16,12.28,24,1.39,1.15,8.26,1.43,0.05,2.11,11,11.2,Tuesday,0,Winter,0,21.5,2,5,3
Apartment,3,4,2,0.0,10.1,24,0.58,1.34,9.53,3.28,0.4,1.37,5,4.8,Wednesday,0,Winter,1,6.4,0,6,3
Portion/Rented Unit,6,3,3,7.2,9.79,24,0.28,1.62,3.83,3.56,0.01,2.16,10,31.7,Friday,0,Summer,0,34.2,3,0,2
Apartment,9,4,0,0.0,16.19,24,0.0,0.56,6.17,5.49,0.29,2.71,7,39.9,Friday,0,Summer,0,14.0,0,0,2
Apartment,9,3,3,0.17,11.62,24,0.57,2.89,8.74,2.23,0.02,2.46,12,21.8,Saturday,1,Spring,0,12.69,0,2,1
Bungalow,4,6,0,0.0,13.0,24,0.3,1.26,6.46,1.31,0.04,2.04,13,44.2,Wednesday,0,Summer,0,14.6,1,6,2
Portion/Rented Unit,8,2,0,0.0,14.74,24,1.54,1.32,5.78,7.41,0.07,2.83,9,28.7,Saturday,1,Monsoon,0,12.39,3,2,0
Apartment,5,4,2,2.83,12.54,24,0.77,0.5,10.1,5.72,0.27,1.3,11,26.3,Sunday,1,Monsoon,0,16.23,0,3,0
Apartment,6,4,3,10.61,16.1,24,2.06,1.24,9.49,4.97,0.31,3.21,8,38.4,Saturday,1,Summer,0,39.55625,0,2,2
Portion/Rented Unit,3,4,3,1.6,10.26,24,0.07,0.88,11.54,4.66,0.08,2.33,7,11.0,Thursday,0,Winter,0,12.77,3,4,3
Apartment,6,3,1,3.37,10.11,24,0.24,2.16,5.81,4.46,0.66,3.17,5,30.9,Wednesday,0,Summer,0,16.37,0,6,2
Apartment,4,4,0,0.0,6.25,24,0.96,1.72,2.73,2.22,0.31,0.64,7,2.5,Thursday,0,Winter,0,7.16,0,4,3
Portion/Rented Unit,2,6,2,9.33,15.85,24,0.77,1.75,7.42,5.14,0.35,2.6,9,38.0,Saturday,1,Summer,1,31.6,3,2,2
Apartment,9,4,1,3.01,10.58,24,0.44,1.26,6.64,2.02,0.23,2.63,13,20.5,Wednesday,0,Winter,0,11.27,0,6,3
Apartment,8,2,1,2.81,14.2,24,0.84,0.0,10.71,4.64,0.03,1.52,10,26.7,Tuesday,0,Monsoon,0,13.48,0,5,0
Portion/Rented Unit,8,2,1,2.44,9.22,24,0.01,0.29,7.43,3.16,0.35,2.71,14,19.6,Wednesday,0,Spring,0,9.01,3,6,1
Apartment,5,4,3,7.66,14.57,24,1.24,1.31,8.0,0.0,0.11,2.68,13,42.6,Thursday,0,Summer,0,38.04,0,4,2
Portion/Rented Unit,7,3,1,9.99,11.15,24,1.3,1.49,6.57,2.79,0.02,1.74,11,40.2,Thursday,0,Summer,0,21.35,3,4,2
Bungalow,9,2,2,8.77,10.79,24,1.26,0.27,7.31,5.13,0.22,1.74,9,40.4,Friday,0,Summer,0,39.55625,1,0,2
Portion/Rented Unit,7,2,2,1.64,10.43,24,1.17,0.98,8.23,7.43,0.25,0.96,8,27.9,Saturday,1,Monsoon,0,12.92,3,2,0
Apartment,3,5,3,2.54,6.72,24,0.6,0.84,7.05,5.21,0.66,1.74,9,33.8,Thursday,0,Monsoon,0,18.3,0,4,0
Independent House,3,3,1,5.59,12.83,24,0.53,0.76,4.31,3.07,1.05,2.11,14,31.3,Monday,0,Monsoon,0,19.5,2,1,0
